回号,抽せん日,当せん番号,digit1,digit2,digit3,digit4,straight_payout,box_payout,set_straight_payout,set_box_payout
第0318回,1997/11/21,3614,3,6,1,4,776500.0,32300.0,404400.0,16100.0
第0319回,1997/11/24,7312,7,3,1,2,834000.0,34700.0,434300.0,17300.0
第0320回,1997/11/26,552,0,5,5,2,1514100.0,126100.0,820100.0,63000.0
第0321回,1997/11/28,5913,5,9,1,3,948400.0,39500.0,493900.0,19700.0
第0322回,1997/12/01,7178,7,1,7,8,1169600.0,97400.0,633500.0,48700.0
第0323回,1997/12/03,7592,7,5,9,2,1060000.0,44100.0,552000.0,22000.0
第0324回,1997/12/05,354,0,3,5,4,1374300.0,57200.0,715700.0,28600.0
第0325回,1997/12/08,1035,1,0,3,5,616800.0,25700.0,321200.0,12800.0
第0326回,1997/12/10,9759,9,7,5,9,1680900.0,140000.0,910400.0,70000.0
第0327回,1997/12/12,1662,1,6,6,2,1316400.0,109700.0,713000.0,54800.0
第0328回,1997/12/15,2919,2,9,1,9,1032200.0,86000.0,559100.0,43000.0
第0329回,1997/12/17,3701,3,7,0,1,822900.0,34200.0,428500.0,17100.0
第0330回,1997/12/19,7499,7,4,9,9,1948700.0,162300.0,1055500.0,81100.0
第0331回,1997/12/22,2055,2,0,5,5,916200.0,76300.0,496200.0,38100.0
第0332回,1997/12/24,6460,6,4,6,0,1280100.0,106600.0,693300.0,53300.0
第0333回,1997/12/26,2042,2,0,4,2,1011600.0,84300.0,547900.0,42100.0
第0334回,1997/12/29,3776,3,7,7,6,658900.0,54900.0,356900.0,27400.0
第0335回,1998/01/05,9750,9,7,5,0,1229400.0,51200.0,640300.0,25600.0
第0336回,1998/01/07,6557,6,5,5,7,1151100.0,95900.0,623500.0,47900.0
第0337回,1998/01/09,5009,5,0,0,9,878300.0,73100.0,475700.0,36500.0
第0338回,1998/01/12,5560,5,5,6,0,636400.0,53000.0,344700.0,26500.0
第0339回,1998/01/14,6989,6,9,8,9,1322600.0,110200.0,716400.0,55100.0
第0340回,1998/01/16,1574,1,5,7,4,1036400.0,43100.0,539700.0,21500.0
第0341回,1998/01/19,3878,3,8,7,8,1119700.0,93300.0,606500.0,46600.0
第0342回,1998/01/21,9295,9,2,9,5,1374800.0,114500.0,744600.0,57200.0
第0343回,1998/01/23,3748,3,7,4,8,992200.0,41300.0,516700.0,20600.0
第0344回,1998/01/26,2789,2,7,8,9,943700.0,39300.0,491500.0,19600.0
第0345回,1998/01/28,9860,9,8,6,0,1245700.0,51900.0,648800.0,25900.0
第0346回,1998/01/30,4483,4,4,8,3,1232000.0,102600.0,667300.0,51300.0
第0347回,1998/02/02,6603,6,6,0,3,941200.0,78400.0,509800.0,39200.0
第0348回,1998/02/04,3531,3,5,3,1,740300.0,61600.0,400900.0,30800.0
第0349回,1998/02/06,6110,6,1,1,0,845100.0,70400.0,457700.0,35200.0
第0350回,1998/02/09,4652,4,6,5,2,868900.0,36200.0,452500.0,18100.0
第0351回,1998/02/11,609,0,6,0,9,942000.0,78500.0,510200.0,39200.0
第0352回,1998/02/13,2134,2,1,3,4,955200.0,39800.0,497500.0,19900.0
第0353回,1998/02/16,8586,8,5,8,6,1048600.0,87300.0,567900.0,43600.0
第0354回,1998/02/18,6499,6,4,9,9,1125600.0,93800.0,609700.0,46900.0
第0355回,1998/02/20,1348,1,3,4,8,989100.0,41200.0,515100.0,20600.0
第0356回,1998/02/23,5075,5,0,7,5,652300.0,54300.0,353300.0,27100.0
第0357回,1998/02/25,6876,6,8,7,6,1110500.0,92500.0,601500.0,46200.0
第0358回,1998/02/27,1426,1,4,2,6,850400.0,35400.0,442900.0,17700.0
第0359回,1998/03/02,9072,9,0,7,2,813900.0,33900.0,423900.0,16900.0
第0360回,1998/03/04,5574,5,5,7,4,577200.0,48100.0,312600.0,24000.0
第0361回,1998/03/06,3702,3,7,0,2,1064600.0,44300.0,554400.0,22100.0
第0362回,1998/03/09,6312,6,3,1,2,670700.0,27900.0,349300.0,13900.0
第0363回,1998/03/11,242,0,2,4,2,1273200.0,106100.0,689600.0,53000.0
第0364回,1998/03/13,3686,3,6,8,6,949300.0,79100.0,514200.0,39500.0
第0365回,1998/03/16,6228,6,2,2,8,1107700.0,92300.0,600000.0,46100.0
第0366回,1998/03/18,6907,6,9,0,7,964000.0,40100.0,502000.0,20000.0
第0367回,1998/03/20,4980,4,9,8,0,1029700.0,42900.0,536300.0,21400.0
第0368回,1998/03/23,8573,8,5,7,3,840800.0,35000.0,437900.0,17500.0
第0369回,1998/03/25,1059,1,0,5,9,704300.0,29300.0,366800.0,14600.0
第0370回,1998/03/27,129,0,1,2,9,464900.0,19300.0,242100.0,9600.0
第0371回,1998/03/30,6228,6,2,2,8,936400.0,78000.0,507200.0,39000.0
第0372回,1998/04/01,6526,6,5,2,6,800000.0,66600.0,433300.0,33300.0
第0373回,1998/04/03,8134,8,1,3,4,1037400.0,43200.0,540300.0,21600.0
第0374回,1998/04/06,5111,5,1,1,1,1240200.0,310000.0,775100.0,155000.0
第0375回,1998/04/08,1128,1,1,2,8,258700.0,21500.0,140100.0,10700.0
第0376回,1998/04/10,5022,5,0,2,2,786600.0,65500.0,426000.0,32700.0
第0377回,1998/04/13,4204,4,2,0,4,1045200.0,87100.0,566100.0,43500.0
第0378回,1998/04/15,1893,1,8,9,3,1197700.0,49900.0,623800.0,24900.0
第0379回,1998/04/17,1620,1,6,2,0,1057400.0,44000.0,550700.0,22000.0
第0380回,1998/04/20,941,0,9,4,1,924000.0,38500.0,481200.0,19200.0
第0381回,1998/04/22,256,0,2,5,6,1024000.0,42600.0,533300.0,21300.0
第0382回,1998/04/24,3430,3,4,3,0,1108500.0,92300.0,600400.0,46100.0
第0383回,1998/04/27,2042,2,0,4,2,487600.0,40600.0,264100.0,20300.0
第0384回,1998/04/29,8433,8,4,3,3,1409700.0,117400.0,763500.0,58700.0
第0385回,1998/05/01,34,0,0,3,4,907500.0,75600.0,491500.0,37800.0
第0386回,1998/05/04,6560,6,5,6,0,898400.0,74800.0,486600.0,37400.0
第0387回,1998/05/06,8301,8,3,0,1,983100.0,40900.0,512000.0,20400.0
第0388回,1998/05/08,154,0,1,5,4,999100.0,41600.0,520300.0,20800.0
第0389回,1998/05/11,5201,5,2,0,1,657200.0,27300.0,342200.0,13600.0
第0390回,1998/05/13,307,0,3,0,7,840100.0,70000.0,455000.0,35000.0
第0391回,1998/05/15,8369,8,3,6,9,1332700.0,55500.0,694100.0,27700.0
第0392回,1998/05/18,3779,3,7,7,9,952600.0,79300.0,515900.0,39600.0
第0393回,1998/05/20,2957,2,9,5,7,827400.0,34400.0,430900.0,17200.0
第0394回,1998/05/22,9626,9,6,2,6,1115000.0,92900.0,603900.0,46400.0
第0395回,1998/05/25,3829,3,8,2,9,694900.0,28900.0,361900.0,14400.0
第0396回,1998/05/27,2002,2,0,0,2,950400.0,158400.0,554400.0,79200.0
第0397回,1998/05/29,9348,9,3,4,8,1329000.0,55300.0,692100.0,27600.0
第0398回,1998/06/01,7143,7,1,4,3,1035000.0,43100.0,539000.0,21500.0
第0399回,1998/06/03,884,0,8,8,4,1149500.0,95700.0,622600.0,47800.0
第0400回,1998/06/05,6980,6,9,8,0,888300.0,37000.0,462600.0,18500.0
第0401回,1998/06/08,2997,2,9,9,7,956400.0,79700.0,518000.0,39800.0
第0402回,1998/06/10,9570,9,5,7,0,1044600.0,43500.0,544000.0,21700.0
第0403回,1998/06/12,6739,6,7,3,9,1104500.0,46000.0,575200.0,23000.0
第0404回,1998/06/15,9332,9,3,3,2,1132000.0,94300.0,613100.0,47100.0
第0405回,1998/06/17,3337,3,3,3,7,976700.0,244100.0,610400.0,122000.0
第0406回,1998/06/19,9698,9,6,9,8,1440000.0,120000.0,780000.0,60000.0
第0407回,1998/06/22,6700,6,7,0,0,1830600.0,152500.0,991500.0,76200.0
第0408回,1998/06/24,9477,9,4,7,7,1128800.0,94000.0,611400.0,47000.0
第0409回,1998/06/26,422,0,4,2,2,449900.0,37400.0,243600.0,18700.0
第0410回,1998/06/29,5352,5,3,5,2,1071500.0,89200.0,580300.0,44600.0
第0411回,1998/07/01,6891,6,8,9,1,1247100.0,51900.0,649500.0,25900.0
第0412回,1998/07/03,9995,9,9,9,5,1833300.0,458300.0,1145800.0,229100.0
第0413回,1998/07/06,3786,3,7,8,6,953100.0,39700.0,496400.0,19800.0
第0414回,1998/07/08,2154,2,1,5,4,903100.0,37600.0,470300.0,18800.0
第0415回,1998/07/10,3354,3,3,5,4,1030700.0,85800.0,558200.0,42900.0
第0416回,1998/07/13,4123,4,1,2,3,729900.0,30400.0,380100.0,15200.0
第0417回,1998/07/15,8840,8,8,4,0,1108900.0,92400.0,600600.0,46200.0
第0418回,1998/07/17,4637,4,6,3,7,1114700.0,46400.0,580500.0,23200.0
第0419回,1998/07/20,9002,9,0,0,2,913200.0,76100.0,494600.0,38000.0
第0420回,1998/07/22,6237,6,2,3,7,761800.0,31700.0,396700.0,15800.0
第0421回,1998/07/24,9088,9,0,8,8,871900.0,72600.0,472200.0,36300.0
第0422回,1998/07/27,9683,9,6,8,3,956700.0,39800.0,498200.0,19900.0
第0423回,1998/07/29,3149,3,1,4,9,1147200.0,47800.0,597500.0,23900.0
第0424回,1998/07/31,8991,8,9,9,1,666400.0,55500.0,360900.0,27700.0
第0425回,1998/08/03,3914,3,9,1,4,879000.0,36600.0,457800.0,18300.0
第0426回,1998/08/05,8550,8,5,5,0,908700.0,75700.0,492200.0,37800.0
第0427回,1998/08/07,4521,4,5,2,1,892500.0,37100.0,464800.0,18500.0
第0428回,1998/08/10,9230,9,2,3,0,952100.0,39600.0,495800.0,19800.0
第0429回,1998/08/12,4532,4,5,3,2,872900.0,36300.0,454600.0,18100.0
第0430回,1998/08/14,4731,4,7,3,1,780900.0,32500.0,406700.0,16200.0
第0431回,1998/08/17,9901,9,9,0,1,719800.0,59900.0,389800.0,29900.0
第0432回,1998/08/19,5776,5,7,7,6,1098200.0,91500.0,594800.0,45700.0
第0433回,1998/08/21,9200,9,2,0,0,1160300.0,96600.0,628400.0,48300.0
第0434回,1998/08/24,4288,4,2,8,8,1077400.0,89700.0,583500.0,44800.0
第0435回,1998/08/26,5654,5,6,5,4,940200.0,78300.0,509200.0,39100.0
第0436回,1998/08/28,9945,9,9,4,5,995900.0,82900.0,539400.0,41400.0
第0437回,1998/08/31,5711,5,7,1,1,1033500.0,86100.0,559800.0,43000.0
第0438回,1998/09/02,5473,5,4,7,3,1156100.0,48100.0,602100.0,24000.0
第0439回,1998/09/04,1580,1,5,8,0,1270400.0,52900.0,661600.0,26400.0
第0440回,1998/09/07,2548,2,5,4,8,799400.0,33300.0,416300.0,16600.0
第0441回,1998/09/09,5309,5,3,0,9,1061400.0,44200.0,552800.0,22100.0
第0442回,1998/09/11,6431,6,4,3,1,913000.0,38000.0,475500.0,19000.0
第0443回,1998/09/14,3151,3,1,5,1,929300.0,77400.0,503300.0,38700.0
第0444回,1998/09/16,9922,9,9,2,2,1093300.0,182200.0,637700.0,91100.0
第0445回,1998/09/18,9657,9,6,5,7,1187300.0,49400.0,618300.0,24700.0
第0446回,1998/09/21,4590,4,5,9,0,652300.0,27100.0,339700.0,13500.0
第0447回,1998/09/23,121,0,1,2,1,475400.0,39600.0,257500.0,19800.0
第0448回,1998/09/25,4356,4,3,5,6,698800.0,29100.0,363900.0,14500.0
第0449回,1998/09/28,7341,7,3,4,1,791400.0,32900.0,412100.0,16400.0
第0450回,1998/09/30,1983,1,9,8,3,985600.0,41000.0,513300.0,20500.0
第0451回,1998/10/02,1224,1,2,2,4,334300.0,27800.0,181000.0,13900.0
第0452回,1998/10/05,1950,1,9,5,0,432100.0,18000.0,225000.0,9000.0
第0453回,1998/10/07,2750,2,7,5,0,1050400.0,43700.0,547000.0,21800.0
第0454回,1998/10/09,5357,5,3,5,7,875800.0,72900.0,474300.0,36400.0
第0455回,1998/10/12,93,0,0,9,3,1201100.0,100000.0,650500.0,50000.0
第0456回,1998/10/14,6719,6,7,1,9,1128500.0,47000.0,587700.0,23500.0
第0457回,1998/10/16,7893,7,8,9,3,1197100.0,49800.0,623400.0,24900.0
第0458回,1998/10/19,912,0,9,1,2,464700.0,19300.0,242000.0,9600.0
第0459回,1998/10/21,7228,7,2,2,8,1068600.0,89000.0,578800.0,44500.0
第0460回,1998/10/23,5963,5,9,6,3,217900.0,9000.0,113400.0,4500.0
第0461回,1998/10/26,9837,9,8,3,7,1082000.0,45000.0,563500.0,22500.0
第0462回,1998/10/28,8955,8,9,5,5,1369900.0,114100.0,742000.0,57000.0
第0463回,1998/10/30,5905,5,9,0,5,1092900.0,91000.0,591900.0,45500.0
第0464回,1998/11/02,6534,6,5,3,4,801800.0,33400.0,417600.0,16700.0
第0465回,1998/11/04,6933,6,9,3,3,817500.0,68100.0,442800.0,34000.0
第0466回,1998/11/06,6081,6,0,8,1,1621000.0,67500.0,844200.0,33700.0
第0467回,1998/11/09,3083,3,0,8,3,366400.0,30500.0,198400.0,15200.0
第0468回,1998/11/11,8319,8,3,1,9,751200.0,31300.0,391200.0,15600.0
第0469回,1998/11/13,51,0,0,5,1,1082300.0,90100.0,586200.0,45000.0
第0470回,1998/11/16,9274,9,2,7,4,1144700.0,47600.0,596100.0,23800.0
第0471回,1998/11/18,1782,1,7,8,2,1104900.0,46000.0,575400.0,23000.0
第0472回,1998/11/20,4070,4,0,7,0,1448400.0,120700.0,784500.0,60300.0
第0473回,1998/11/23,8571,8,5,7,1,791300.0,32900.0,412100.0,16400.0
第0474回,1998/11/25,941,0,9,4,1,814400.0,33900.0,424100.0,16900.0
第0475回,1998/11/27,161,0,1,6,1,1174800.0,97900.0,636300.0,48900.0
第0476回,1998/11/30,7466,7,4,6,6,1213500.0,101100.0,657300.0,50500.0
第0477回,1998/12/02,9699,9,6,9,9,1139000.0,284700.0,711800.0,142300.0
第0478回,1998/12/04,6768,6,7,6,8,1131000.0,94200.0,612600.0,47100.0
第0479回,1998/12/07,7788,7,7,8,8,522700.0,87100.0,304900.0,43500.0
第0480回,1998/12/09,5669,5,6,6,9,975000.0,81200.0,528100.0,40600.0
第0481回,1998/12/11,2952,2,9,5,2,1213900.0,101100.0,657500.0,50500.0
第0482回,1998/12/14,5902,5,9,0,2,886800.0,36900.0,461800.0,18400.0
第0483回,1998/12/16,7316,7,3,1,6,910600.0,37900.0,474200.0,18900.0
第0484回,1998/12/18,189,0,1,8,9,717700.0,29900.0,373800.0,14900.0
第0485回,1998/12/21,6835,6,8,3,5,901700.0,37500.0,469600.0,18700.0
第0486回,1998/12/23,9168,9,1,6,8,733500.0,30500.0,382000.0,15200.0
第0487回,1998/12/25,6231,6,2,3,1,1024000.0,42600.0,533300.0,21300.0
第0488回,1998/12/28,3307,3,3,0,7,896400.0,74700.0,485500.0,37300.0
第0489回,1998/12/30,9888,9,8,8,8,751100.0,187700.0,469400.0,93800.0
第0490回,1999/01/04,7509,7,5,0,9,953200.0,39700.0,496400.0,19800.0
第0491回,1999/01/06,31,0,0,3,1,762000.0,63500.0,412700.0,31700.0
第0492回,1999/01/08,2596,2,5,9,6,969800.0,40400.0,505100.0,20200.0
第0493回,1999/01/11,5494,5,4,9,4,1366300.0,113800.0,740000.0,56900.0
第0494回,1999/01/13,1564,1,5,6,4,869500.0,36200.0,452800.0,18100.0
第0495回,1999/01/15,415,0,4,1,5,600000.0,25000.0,312500.0,12500.0
第0496回,1999/01/18,9541,9,5,4,1,856900.0,35700.0,446300.0,17800.0
第0497回,1999/01/20,5227,5,2,2,7,1060500.0,88300.0,574400.0,44100.0
第0498回,1999/01/22,5212,5,2,1,2,846700.0,70500.0,458600.0,35200.0
第0499回,1999/01/25,9236,9,2,3,6,1003100.0,41700.0,522400.0,20800.0
第0500回,1999/01/27,4579,4,5,7,9,835800.0,34800.0,435300.0,17400.0
第0501回,1999/01/29,3070,3,0,7,0,1230900.0,102500.0,666700.0,51200.0
第0502回,1999/02/01,5967,5,9,6,7,1040000.0,43300.0,541600.0,21600.0
第0503回,1999/02/03,4197,4,1,9,7,866200.0,36000.0,451100.0,18000.0
第0504回,1999/02/05,7382,7,3,8,2,1088900.0,45300.0,567100.0,22600.0
第0505回,1999/02/08,6779,6,7,7,9,803800.0,66900.0,435300.0,33400.0
第0506回,1999/02/10,5246,5,2,4,6,823800.0,34300.0,429000.0,17100.0
第0507回,1999/02/12,3175,3,1,7,5,771600.0,32100.0,401800.0,16000.0
第0508回,1999/02/15,907,0,9,0,7,816200.0,68000.0,442100.0,34000.0
第0509回,1999/02/17,965,0,9,6,5,1043100.0,43400.0,543200.0,21700.0
第0510回,1999/02/19,5940,5,9,4,0,714800.0,29700.0,372200.0,14800.0
第0511回,1999/02/22,1258,1,2,5,8,797200.0,33200.0,415200.0,16600.0
第0512回,1999/02/24,998,0,9,9,8,1118500.0,93200.0,605800.0,46600.0
第0513回,1999/02/26,69,0,0,6,9,829500.0,69100.0,449300.0,34500.0
第0514回,1999/03/01,9036,9,0,3,6,640400.0,26600.0,333500.0,13300.0
第0515回,1999/03/03,871,0,8,7,1,1467600.0,61100.0,764300.0,30500.0
第0516回,1999/03/05,3421,3,4,2,1,905000.0,37700.0,471300.0,18800.0
第0517回,1999/03/08,7362,7,3,6,2,973900.0,40500.0,507200.0,20200.0
第0518回,1999/03/10,2664,2,6,6,4,1136700.0,94700.0,615700.0,47300.0
第0519回,1999/03/12,8910,8,9,1,0,690600.0,28700.0,359600.0,14300.0
第0520回,1999/03/15,8225,8,2,2,5,1054400.0,87800.0,571100.0,43900.0
第0521回,1999/03/17,8242,8,2,4,2,1257300.0,104700.0,681000.0,52300.0
第0522回,1999/03/19,9677,9,6,7,7,1300400.0,108300.0,704300.0,54100.0
第0523回,1999/03/22,4761,4,7,6,1,1014700.0,42200.0,528400.0,21100.0
第0524回,1999/03/24,4056,4,0,5,6,1125200.0,46800.0,586000.0,23400.0
第0525回,1999/03/26,3807,3,8,0,7,1204500.0,50100.0,627300.0,25000.0
第0526回,1999/03/29,7333,7,3,3,3,1673100.0,418200.0,1045600.0,209100.0
第0527回,1999/03/31,8966,8,9,6,6,1001800.0,83400.0,542600.0,41700.0
第0528回,1999/04/02,6564,6,5,6,4,1183800.0,98600.0,641200.0,49300.0
第0529回,1999/04/05,2644,2,6,4,4,576200.0,48000.0,312100.0,24000.0
第0530回,1999/04/07,2709,2,7,0,9,824500.0,34300.0,429400.0,17100.0
第0531回,1999/04/09,4139,4,1,3,9,809300.0,33700.0,421500.0,16800.0
第0532回,1999/04/12,9790,9,7,9,0,1102700.0,91800.0,597200.0,45900.0
第0533回,1999/04/14,9669,9,6,6,9,836200.0,139300.0,487700.0,69600.0
第0534回,1999/04/16,771,0,7,7,1,1045200.0,87100.0,566100.0,43500.0
第0535回,1999/04/19,9568,9,5,6,8,1157400.0,48200.0,602800.0,24100.0
第0536回,1999/04/21,5950,5,9,5,0,616400.0,51300.0,333800.0,25600.0
第0537回,1999/04/23,8622,8,6,2,2,922300.0,76800.0,499500.0,38400.0
第0538回,1999/04/26,5225,5,2,2,5,681700.0,113600.0,397600.0,56800.0
第0539回,1999/04/28,9778,9,7,7,8,820300.0,68300.0,444300.0,34100.0
第0540回,1999/04/30,8966,8,9,6,6,633700.0,52800.0,343200.0,26400.0
第0541回,1999/05/03,2787,2,7,8,7,1427000.0,118900.0,772900.0,59400.0
第0542回,1999/05/05,5824,5,8,2,4,1151000.0,47900.0,599400.0,23900.0
第0543回,1999/05/07,6489,6,4,8,9,823000.0,34200.0,428600.0,17100.0
第0544回,1999/05/10,6865,6,8,6,5,1139500.0,94900.0,617200.0,47400.0
第0545回,1999/05/12,2253,2,2,5,3,1085700.0,90400.0,588000.0,45200.0
第0546回,1999/05/14,3053,3,0,5,3,1165700.0,97100.0,631400.0,48500.0
第0547回,1999/05/17,7623,7,6,2,3,954100.0,39700.0,496900.0,19800.0
第0548回,1999/05/19,9090,9,0,9,0,256200.0,42700.0,149400.0,21300.0
第0549回,1999/05/21,1094,1,0,9,4,609000.0,25300.0,317100.0,12600.0
第0550回,1999/05/24,9033,9,0,3,3,691200.0,57600.0,374400.0,28800.0
第0551回,1999/05/26,5623,5,6,2,3,623900.0,25900.0,324900.0,12900.0
第0552回,1999/05/28,9806,9,8,0,6,762400.0,31700.0,397000.0,15800.0
第0553回,1999/05/31,2809,2,8,0,9,1025600.0,42700.0,534100.0,21300.0
第0554回,1999/06/02,7731,7,7,3,1,1092200.0,91000.0,591600.0,45500.0
第0555回,1999/06/04,9888,9,8,8,8,384100.0,96000.0,240000.0,48000.0
第0556回,1999/06/07,8945,8,9,4,5,988600.0,41100.0,514800.0,20500.0
第0557回,1999/06/09,6991,6,9,9,1,791900.0,65900.0,428900.0,32900.0
第0558回,1999/06/11,7787,7,7,8,7,1215000.0,303700.0,759300.0,151800.0
第0559回,1999/06/14,7671,7,6,7,1,1311700.0,109300.0,710500.0,54600.0
第0560回,1999/06/16,6054,6,0,5,4,1174000.0,48900.0,611400.0,24400.0
第0561回,1999/06/18,524,0,5,2,4,632800.0,26300.0,329500.0,13100.0
第0562回,1999/06/21,7764,7,7,6,4,1156200.0,96300.0,626200.0,48100.0
第0563回,1999/06/23,3389,3,3,8,9,745700.0,62100.0,403900.0,31000.0
第0564回,1999/06/25,8722,8,7,2,2,897700.0,74800.0,486200.0,37400.0
第0565回,1999/06/28,7936,7,9,3,6,1092200.0,45500.0,568800.0,22700.0
第0566回,1999/06/30,313,0,3,1,3,643000.0,53500.0,348200.0,26700.0
第0567回,1999/07/02,5236,5,2,3,6,762800.0,31700.0,397200.0,15800.0
第0568回,1999/07/05,5519,5,5,1,9,909200.0,75700.0,492400.0,37800.0
第0569回,1999/07/07,9009,9,0,0,9,612700.0,102100.0,357400.0,51000.0
第0570回,1999/07/09,5700,5,7,0,0,543700.0,45300.0,294500.0,22600.0
第0571回,1999/07/12,3237,3,2,3,7,1159600.0,96600.0,628100.0,48300.0
第0572回,1999/07/14,2183,2,1,8,3,1329100.0,55300.0,692200.0,27600.0
第0573回,1999/07/16,745,0,7,4,5,1578700.0,65700.0,822200.0,32800.0
第0574回,1999/07/19,5910,5,9,1,0,739900.0,30800.0,385300.0,15400.0
第0575回,1999/07/21,8093,8,0,9,3,1213100.0,50500.0,631800.0,25200.0
第0576回,1999/07/23,2153,2,1,5,3,1091400.0,45400.0,568400.0,22700.0
第0577回,1999/07/26,9461,9,4,6,1,1195000.0,49700.0,622300.0,24800.0
第0578回,1999/07/28,9749,9,7,4,9,1780100.0,148300.0,964200.0,74100.0
第0579回,1999/07/30,3556,3,5,5,6,958600.0,79800.0,519200.0,39900.0
第0580回,1999/08/02,6531,6,5,3,1,738400.0,30700.0,384500.0,15300.0
第0581回,1999/08/04,9863,9,8,6,3,656300.0,27300.0,341800.0,13600.0
第0582回,1999/08/06,7685,7,6,8,5,934000.0,38900.0,486400.0,19400.0
第0583回,1999/08/09,9919,9,9,1,9,568900.0,142200.0,355500.0,71100.0
第0584回,1999/08/11,3423,3,4,2,3,1095200.0,91200.0,593200.0,45600.0
第0585回,1999/08/13,7041,7,0,4,1,928000.0,38600.0,483300.0,19300.0
第0586回,1999/08/16,7272,7,2,7,2,1088300.0,181300.0,634800.0,90600.0
第0587回,1999/08/18,8200,8,2,0,0,1256200.0,104600.0,680400.0,52300.0
第0588回,1999/08/20,305,0,3,0,5,724200.0,60300.0,392200.0,30100.0
第0589回,1999/08/23,1259,1,2,5,9,964700.0,40100.0,502400.0,20000.0
第0590回,1999/08/25,1069,1,0,6,9,887800.0,36900.0,462300.0,18400.0
第0591回,1999/08/27,3308,3,3,0,8,1026900.0,85500.0,556200.0,42700.0
第0592回,1999/08/30,3387,3,3,8,7,793800.0,66100.0,429900.0,33000.0
第0593回,1999/09/01,3576,3,5,7,6,777800.0,32400.0,405100.0,16200.0
第0594回,1999/09/03,1050,1,0,5,0,962000.0,80100.0,521000.0,40000.0
第0595回,1999/09/06,450,0,4,5,0,1086000.0,90500.0,588200.0,45200.0
第0596回,1999/09/08,8251,8,2,5,1,1253600.0,52200.0,652900.0,26100.0
第0597回,1999/09/10,8772,8,7,7,2,1301600.0,108400.0,705000.0,54200.0
第0598回,1999/09/13,4632,4,6,3,2,952900.0,39700.0,496300.0,19800.0
第0599回,1999/09/15,7438,7,4,3,8,1025000.0,42700.0,533800.0,21300.0
第0600回,1999/09/17,4802,4,8,0,2,1448100.0,60300.0,754200.0,30100.0
第0601回,1999/09/20,5068,5,0,6,8,941000.0,39200.0,490100.0,19600.0
第0602回,1999/09/22,7915,7,9,1,5,1047400.0,43600.0,545500.0,21800.0
第0603回,1999/09/24,4344,4,3,4,4,1640100.0,410000.0,1025000.0,205000.0
第0604回,1999/09/27,1615,1,6,1,5,1110100.0,92500.0,601300.0,46200.0
第0605回,1999/09/29,8388,8,3,8,8,1093200.0,273300.0,683200.0,136600.0
第0606回,1999/10/01,5307,5,3,0,7,972900.0,40500.0,506700.0,20200.0
第0607回,1999/10/04,1996,1,9,9,6,1185400.0,98700.0,642000.0,49300.0
第0608回,1999/10/06,8173,8,1,7,3,1177700.0,49000.0,613300.0,24500.0
第0609回,1999/10/08,4102,4,1,0,2,1118700.0,46600.0,582600.0,23300.0
第0610回,1999/10/11,3141,3,1,4,1,763900.0,63600.0,413700.0,31800.0
第0611回,1999/10/13,8486,8,4,8,6,1278800.0,106500.0,692600.0,53200.0
第0612回,1999/10/15,1148,1,1,4,8,1127200.0,93900.0,610500.0,46900.0
第0613回,1999/10/18,8880,8,8,8,0,863400.0,215800.0,539600.0,107900.0
第0614回,1999/10/20,4293,4,2,9,3,1283400.0,53400.0,668400.0,26700.0
第0615回,1999/10/22,1271,1,2,7,1,1049800.0,87400.0,568600.0,43700.0
第0616回,1999/10/25,3487,3,4,8,7,903700.0,37600.0,470600.0,18800.0
第0617回,1999/10/27,7732,7,7,3,2,861900.0,71800.0,466800.0,35900.0
第0618回,1999/10/29,6142,6,1,4,2,1168200.0,48600.0,608400.0,24300.0
第0619回,1999/11/01,6319,6,3,1,9,852600.0,35500.0,444000.0,17700.0
第0620回,1999/11/03,524,0,5,2,4,650500.0,27100.0,338800.0,13500.0
第0621回,1999/11/05,4693,4,6,9,3,898400.0,37400.0,467900.0,18700.0
第0622回,1999/11/08,9321,9,3,2,1,1101800.0,45900.0,573800.0,22900.0
第0623回,1999/11/10,6024,6,0,2,4,880500.0,36600.0,458500.0,18300.0
第0624回,1999/11/12,7786,7,7,8,6,993100.0,82700.0,537900.0,41300.0
第0625回,1999/11/15,7057,7,0,5,7,1130900.0,94200.0,612500.0,47100.0
第0626回,1999/11/17,7414,7,4,1,4,944800.0,78700.0,511700.0,39300.0
第0627回,1999/11/19,4845,4,8,4,5,1075900.0,89600.0,582700.0,44800.0
第0628回,1999/11/22,9825,9,8,2,5,961700.0,40000.0,500800.0,20000.0
第0629回,1999/11/24,4367,4,3,6,7,837300.0,34800.0,436000.0,17400.0
第0630回,1999/11/26,9805,9,8,0,5,974100.0,40500.0,507300.0,20200.0
第0631回,1999/11/29,7920,7,9,2,0,1080300.0,45000.0,562600.0,22500.0
第0632回,1999/12/01,4196,4,1,9,6,821700.0,34200.0,427900.0,17100.0
第0633回,1999/12/03,9432,9,4,3,2,1184800.0,49300.0,617000.0,24600.0
第0634回,1999/12/06,5065,5,0,6,5,1241600.0,103400.0,672500.0,51700.0
第0635回,1999/12/08,2609,2,6,0,9,827200.0,34400.0,430800.0,17200.0
第0636回,1999/12/10,8966,8,9,6,6,338700.0,28200.0,183400.0,14100.0
