draw_no,draw_date,winning_number,digit1,digit2,digit3,digit4,straight_payout,box_payout,set_straight_payout,set_box_payout
420,1998-07-22,6237,6,2,3,7,761800,31700,396700,15800
421,1998-07-24,9088,9,0,8,8,871900,72600,472200,36300
422,1998-07-27,9683,9,6,8,3,956700,39800,498200,19900
423,1998-07-29,3149,3,1,4,9,1147200,47800,597500,23900
424,1998-07-31,8991,8,9,9,1,666400,55500,360900,27700
425,1998-08-03,3914,3,9,1,4,879000,36600,457800,18300
426,1998-08-05,8550,8,5,5,0,908700,75700,492200,37800
427,1998-08-07,4521,4,5,2,1,892500,37100,464800,18500
428,1998-08-10,9230,9,2,3,0,952100,39600,495800,19800
429,1998-08-12,4532,4,5,3,2,872900,36300,454600,18100
430,1998-08-14,4731,4,7,3,1,780900,32500,406700,16200
431,1998-08-17,9901,9,9,0,1,719800,59900,389800,29900
432,1998-08-19,5776,5,7,7,6,1098200,91500,594800,45700
433,1998-08-21,9200,9,2,0,0,1160300,96600,628400,48300
434,1998-08-24,4288,4,2,8,8,1077400,89700,583500,44800
435,1998-08-26,5654,5,6,5,4,940200,78300,509200,39100
436,1998-08-28,9945,9,9,4,5,995900,82900,539400,41400
437,1998-08-31,5711,5,7,1,1,1033500,86100,559800,43000
438,1998-09-02,5473,5,4,7,3,1156100,48100,602100,24000
439,1998-09-04,1580,1,5,8,0,1270400,52900,661600,26400
440,1998-09-07,2548,2,5,4,8,799400,33300,416300,16600
441,1998-09-09,5309,5,3,0,9,1061400,44200,552800,22100
442,1998-09-11,6431,6,4,3,1,913000,38000,475500,19000
443,1998-09-14,3151,3,1,5,1,929300,77400,503300,38700
444,1998-09-16,9922,9,9,2,2,1093300,182200,637700,91100
445,1998-09-18,9657,9,6,5,7,1187300,49400,618300,24700
446,1998-09-21,4590,4,5,9,0,652300,27100,339700,13500
447,1998-09-23,0121,0,1,2,1,475400,39600,257500,19800
448,1998-09-25,4356,4,3,5,6,698800,29100,363900,14500
449,1998-09-28,7341,7,3,4,1,791400,32900,412100,16400
450,1998-09-30,1983,1,9,8,3,985600,41000,513300,20500
451,1998-10-02,1224,1,2,2,4,334300,27800,181000,13900
452,1998-10-05,1950,1,9,5,0,432100,18000,225000,9000
453,1998-10-07,2750,2,7,5,0,1050400,43700,547000,21800
454,1998-10-09,5357,5,3,5,7,875800,72900,474300,36400
455,1998-10-12,0093,0,0,9,3,1201100,100000,650500,50000
456,1998-10-14,6719,6,7,1,9,1128500,47000,587700,23500
457,1998-10-16,7893,7,8,9,3,1197100,49800,623400,24900
458,1998-10-19,0912,0,9,1,2,464700,19300,242000,9600
459,1998-10-21,7228,7,2,2,8,1068600,89000,578800,44500
460,1998-10-23,5963,5,9,6,3,217900,9000,113400,4500
461,1998-10-26,9837,9,8,3,7,1082000,45000,563500,22500
462,1998-10-28,8955,8,9,5,5,1369900,114100,742000,57000
463,1998-10-30,5905,5,9,0,5,1092900,91000,591900,45500
464,1998-11-02,6534,6,5,3,4,801800,33400,417600,16700
465,1998-11-04,6933,6,9,3,3,817500,68100,442800,34000
466,1998-11-06,6081,6,0,8,1,1621000,67500,844200,33700
467,1998-11-09,3083,3,0,8,3,366400,30500,198400,15200
468,1998-11-11,8319,8,3,1,9,751200,31300,391200,15600
469,1998-11-13,0051,0,0,5,1,1082300,90100,586200,45000
470,1998-11-16,9274,9,2,7,4,1144700,47600,596100,23800
471,1998-11-18,1782,1,7,8,2,1104900,46000,575400,23000
472,1998-11-20,4070,4,0,7,0,1448400,120700,784500,60300
473,1998-11-23,8571,8,5,7,1,791300,32900,412100,16400
474,1998-11-25,0941,0,9,4,1,814400,33900,424100,16900
475,1998-11-27,0161,0,1,6,1,1174800,97900,636300,48900
476,1998-11-30,7466,7,4,6,6,1213500,101100,657300,50500
477,1998-12-02,9699,9,6,9,9,1139000,284700,711800,142300
478,1998-12-04,6768,6,7,6,8,1131000,94200,612600,47100
479,1998-12-07,7788,7,7,8,8,522700,87100,304900,43500
480,1998-12-09,5669,5,6,6,9,975000,81200,528100,40600
481,1998-12-11,2952,2,9,5,2,1213900,101100,657500,50500
482,1998-12-14,5902,5,9,0,2,886800,36900,461800,18400
483,1998-12-16,7316,7,3,1,6,910600,37900,474200,18900
484,1998-12-18,0189,0,1,8,9,717700,29900,373800,14900
485,1998-12-21,6835,6,8,3,5,901700,37500,469600,18700
486,1998-12-23,9168,9,1,6,8,733500,30500,382000,15200
487,1998-12-25,6231,6,2,3,1,1024000,42600,533300,21300
488,1998-12-28,3307,3,3,0,7,896400,74700,485500,37300
489,1998-12-30,9888,9,8,8,8,751100,187700,469400,93800
490,1999-01-04,7509,7,5,0,9,953200,39700,496400,19800
491,1999-01-06,0031,0,0,3,1,762000,63500,412700,31700
492,1999-01-08,2596,2,5,9,6,969800,40400,505100,20200
493,1999-01-11,5494,5,4,9,4,1366300,113800,740000,56900
494,1999-01-13,1564,1,5,6,4,869500,36200,452800,18100
495,1999-01-15,0415,0,4,1,5,600000,25000,312500,12500
496,1999-01-18,9541,9,5,4,1,856900,35700,446300,17800
497,1999-01-20,5227,5,2,2,7,1060500,88300,574400,44100
498,1999-01-22,5212,5,2,1,2,846700,70500,458600,35200
499,1999-01-25,9236,9,2,3,6,1003100,41700,522400,20800
500,1999-01-27,4579,4,5,7,9,835800,34800,435300,17400
501,1999-01-29,3070,3,0,7,0,1230900,102500,666700,51200
502,1999-02-01,5967,5,9,6,7,1040000,43300,541600,21600
503,1999-02-03,4197,4,1,9,7,866200,36000,451100,18000
504,1999-02-05,7382,7,3,8,2,1088900,45300,567100,22600
505,1999-02-08,6779,6,7,7,9,803800,66900,435300,33400
506,1999-02-10,5246,5,2,4,6,823800,34300,429000,17100
507,1999-02-12,3175,3,1,7,5,771600,32100,401800,16000
508,1999-02-15,0907,0,9,0,7,816200,68000,442100,34000
509,1999-02-17,0965,0,9,6,5,1043100,43400,543200,21700
510,1999-02-19,5940,5,9,4,0,714800,29700,372200,14800
511,1999-02-22,1258,1,2,5,8,797200,33200,415200,16600
512,1999-02-24,0998,0,9,9,8,1118500,93200,605800,46600
513,1999-02-26,0069,0,0,6,9,829500,69100,449300,34500
514,1999-03-01,9036,9,0,3,6,640400,26600,333500,13300
515,1999-03-03,0871,0,8,7,1,1467600,61100,764300,30500
516,1999-03-05,3421,3,4,2,1,905000,37700,471300,18800
517,1999-03-08,7362,7,3,6,2,973900,40500,507200,20200
518,1999-03-10,2664,2,6,6,4,1136700,94700,615700,47300
519,1999-03-12,8910,8,9,1,0,690600,28700,359600,14300
520,1999-03-15,8225,8,2,2,5,1054400,87800,571100,43900
521,1999-03-17,8242,8,2,4,2,1257300,104700,681000,52300
522,1999-03-19,9677,9,6,7,7,1300400,108300,704300,54100
523,1999-03-22,4761,4,7,6,1,1014700,42200,528400,21100
524,1999-03-24,4056,4,0,5,6,1125200,46800,586000,23400
525,1999-03-26,3807,3,8,0,7,1204500,50100,627300,25000
526,1999-03-29,7333,7,3,3,3,1673100,418200,1045600,209100
527,1999-03-31,8966,8,9,6,6,1001800,83400,542600,41700
528,1999-04-02,6564,6,5,6,4,1183800,98600,641200,49300
529,1999-04-05,2644,2,6,4,4,576200,48000,312100,24000
530,1999-04-07,2709,2,7,0,9,824500,34300,429400,17100
531,1999-04-09,4139,4,1,3,9,809300,33700,421500,16800
532,1999-04-12,9790,9,7,9,0,1102700,91800,597200,45900
533,1999-04-14,9669,9,6,6,9,836200,139300,487700,69600
534,1999-04-16,0771,0,7,7,1,1045200,87100,566100,43500
535,1999-04-19,9568,9,5,6,8,1157400,48200,602800,24100
536,1999-04-21,5950,5,9,5,0,616400,51300,333800,25600
537,1999-04-23,8622,8,6,2,2,922300,76800,499500,38400
538,1999-04-26,5225,5,2,2,5,681700,113600,397600,56800
539,1999-04-28,9778,9,7,7,8,820300,68300,444300,34100
540,1999-04-30,8966,8,9,6,6,633700,52800,343200,26400
541,1999-05-03,2787,2,7,8,7,1427000,118900,772900,59400
542,1999-05-05,5824,5,8,2,4,1151000,47900,599400,23900
543,1999-05-07,6489,6,4,8,9,823000,34200,428600,17100
544,1999-05-10,6865,6,8,6,5,1139500,94900,617200,47400
545,1999-05-12,2253,2,2,5,3,1085700,90400,588000,45200
546,1999-05-14,3053,3,0,5,3,1165700,97100,631400,48500
547,1999-05-17,7623,7,6,2,3,954100,39700,496900,19800
548,1999-05-19,9090,9,0,9,0,256200,42700,149400,21300
549,1999-05-21,1094,1,0,9,4,609000,25300,317100,12600
550,1999-05-24,9033,9,0,3,3,691200,57600,374400,28800
551,1999-05-26,5623,5,6,2,3,623900,25900,324900,12900
552,1999-05-28,9806,9,8,0,6,762400,31700,397000,15800
553,1999-05-31,2809,2,8,0,9,1025600,42700,534100,21300
554,1999-06-02,7731,7,7,3,1,1092200,91000,591600,45500
555,1999-06-04,9888,9,8,8,8,384100,96000,240000,48000
556,1999-06-07,8945,8,9,4,5,988600,41100,514800,20500
557,1999-06-09,6991,6,9,9,1,791900,65900,428900,32900
558,1999-06-11,7787,7,7,8,7,1215000,303700,759300,151800
559,1999-06-14,7671,7,6,7,1,1311700,109300,710500,54600
560,1999-06-16,6054,6,0,5,4,1174000,48900,611400,24400
561,1999-06-18,0524,0,5,2,4,632800,26300,329500,13100
562,1999-06-21,7764,7,7,6,4,1156200,96300,626200,48100
563,1999-06-23,3389,3,3,8,9,745700,62100,403900,31000
564,1999-06-25,8722,8,7,2,2,897700,74800,486200,37400
565,1999-06-28,7936,7,9,3,6,1092200,45500,568800,22700
566,1999-06-30,0313,0,3,1,3,643000,53500,348200,26700
567,1999-07-02,5236,5,2,3,6,762800,31700,397200,15800
568,1999-07-05,5519,5,5,1,9,909200,75700,492400,37800
569,1999-07-07,9009,9,0,0,9,612700,102100,357400,51000
570,1999-07-09,5700,5,7,0,0,543700,45300,294500,22600
571,1999-07-12,3237,3,2,3,7,1159600,96600,628100,48300
572,1999-07-14,2183,2,1,8,3,1329100,55300,692200,27600
573,1999-07-16,0745,0,7,4,5,1578700,65700,822200,32800
574,1999-07-19,5910,5,9,1,0,739900,30800,385300,15400
575,1999-07-21,8093,8,0,9,3,1213100,50500,631800,25200
576,1999-07-23,2153,2,1,5,3,1091400,45400,568400,22700
577,1999-07-26,9461,9,4,6,1,1195000,49700,622300,24800
578,1999-07-28,9749,9,7,4,9,1780100,148300,964200,74100
579,1999-07-30,3556,3,5,5,6,958600,79800,519200,39900
580,1999-08-02,6531,6,5,3,1,738400,30700,384500,15300
581,1999-08-04,9863,9,8,6,3,656300,27300,341800,13600
582,1999-08-06,7685,7,6,8,5,934000,38900,486400,19400
583,1999-08-09,9919,9,9,1,9,568900,142200,355500,71100
584,1999-08-11,3423,3,4,2,3,1095200,91200,593200,45600
585,1999-08-13,7041,7,0,4,1,928000,38600,483300,19300
586,1999-08-16,7272,7,2,7,2,1088300,181300,634800,90600
587,1999-08-18,8200,8,2,0,0,1256200,104600,680400,52300
588,1999-08-20,0305,0,3,0,5,724200,60300,392200,30100
589,1999-08-23,1259,1,2,5,9,964700,40100,502400,20000
590,1999-08-25,1069,1,0,6,9,887800,36900,462300,18400
591,1999-08-27,3308,3,3,0,8,1026900,85500,556200,42700
592,1999-08-30,3387,3,3,8,7,793800,66100,429900,33000
593,1999-09-01,3576,3,5,7,6,777800,32400,405100,16200
594,1999-09-03,1050,1,0,5,0,962000,80100,521000,40000
595,1999-09-06,0450,0,4,5,0,1086000,90500,588200,45200
596,1999-09-08,8251,8,2,5,1,1253600,52200,652900,26100
597,1999-09-10,8772,8,7,7,2,1301600,108400,705000,54200
598,1999-09-13,4632,4,6,3,2,952900,39700,496300,19800
599,1999-09-15,7438,7,4,3,8,1025000,42700,533800,21300
600,1999-09-17,4802,4,8,0,2,1448100,60300,754200,30100
601,1999-09-20,5068,5,0,6,8,941000,39200,490100,19600
602,1999-09-22,7915,7,9,1,5,1047400,43600,545500,21800
603,1999-09-24,4344,4,3,4,4,1640100,410000,1025000,205000
604,1999-09-27,1615,1,6,1,5,1110100,92500,601300,46200
605,1999-09-29,8388,8,3,8,8,1093200,273300,683200,136600
606,1999-10-01,5307,5,3,0,7,972900,40500,506700,20200
607,1999-10-04,1996,1,9,9,6,1185400,98700,642000,49300
608,1999-10-06,8173,8,1,7,3,1177700,49000,613300,24500
609,1999-10-08,4102,4,1,0,2,1118700,46600,582600,23300
610,1999-10-11,3141,3,1,4,1,763900,63600,413700,31800
611,1999-10-13,8486,8,4,8,6,1278800,106500,692600,53200
612,1999-10-15,1148,1,1,4,8,1127200,93900,610500,46900
613,1999-10-18,8880,8,8,8,0,863400,215800,539600,107900
614,1999-10-20,4293,4,2,9,3,1283400,53400,668400,26700
615,1999-10-22,1271,1,2,7,1,1049800,87400,568600,43700
616,1999-10-25,3487,3,4,8,7,903700,37600,470600,18800
617,1999-10-27,7732,7,7,3,2,861900,71800,466800,35900
618,1999-10-29,6142,6,1,4,2,1168200,48600,608400,24300
619,1999-11-01,6319,6,3,1,9,852600,35500,444000,17700
620,1999-11-03,0524,0,5,2,4,650500,27100,338800,13500
621,1999-11-05,4693,4,6,9,3,898400,37400,467900,18700
622,1999-11-08,9321,9,3,2,1,1101800,45900,573800,22900
623,1999-11-10,6024,6,0,2,4,880500,36600,458500,18300
624,1999-11-12,7786,7,7,8,6,993100,82700,537900,41300
625,1999-11-15,7057,7,0,5,7,1130900,94200,612500,47100
626,1999-11-17,7414,7,4,1,4,944800,78700,511700,39300
627,1999-11-19,4845,4,8,4,5,1075900,89600,582700,44800
628,1999-11-22,9825,9,8,2,5,961700,40000,500800,20000
629,1999-11-24,4367,4,3,6,7,837300,34800,436000,17400
630,1999-11-26,9805,9,8,0,5,974100,40500,507300,20200
631,1999-11-29,7920,7,9,2,0,1080300,45000,562600,22500
632,1999-12-01,4196,4,1,9,6,821700,34200,427900,17100
633,1999-12-03,9432,9,4,3,2,1184800,49300,617000,24600
634,1999-12-06,5065,5,0,6,5,1241600,103400,672500,51700
635,1999-12-08,2609,2,6,0,9,827200,34400,430800,17200
636,1999-12-10,8966,8,9,6,6,338700,28200,183400,14100
637,1999-12-13,1805,1,8,0,5,1228300,51100,639700,25500
638,1999-12-15,9379,9,3,7,9,1576200,131300,853700,65600
639,1999-12-17,8230,8,2,3,0,1083100,45100,564100,22500
640,1999-12-20,8932,8,9,3,2,694900,28900,361900,14400
641,1999-12-22,9712,9,7,1,2,802100,33400,417700,16700
642,1999-12-24,3523,3,5,2,3,831500,69200,450300,34600
643,1999-12-27,2701,2,7,0,1,969200,40300,504700,20100
644,1999-12-29,4221,4,2,2,1,919300,76600,497900,38300
645,2000-01-05,3967,3,9,6,7,957200,39800,498500,19900
646,2000-01-07,6597,6,5,9,7,1083100,45100,564100,22500
647,2000-01-10,1148,1,1,4,8,1229700,102400,666000,51200
648,2000-01-12,3793,3,7,9,3,1056200,88000,572100,44000
649,2000-01-14,4069,4,0,6,9,767900,31900,399900,15900
650,2000-01-17,2678,2,6,7,8,997200,41500,519300,20700
651,2000-01-19,1743,1,7,4,3,701800,29200,365500,14600
652,2000-01-21,3209,3,2,0,9,791100,32900,412000,16400
653,2000-01-24,7402,7,4,0,2,1044900,43500,544200,21700
654,2000-01-26,9818,9,8,1,8,1274800,106200,690500,53100
655,2000-01-28,7657,7,6,5,7,922600,76800,499700,38400
656,2000-01-31,7999,7,9,9,9,723200,180800,452000,90400
657,2000-02-02,2800,2,8,0,0,1026000,85500,555700,42700
658,2000-02-04,5605,5,6,0,5,1106700,92200,599400,46100
659,2000-02-07,1131,1,1,3,1,854600,213600,534100,106800
660,2000-02-09,4073,4,0,7,3,1001300,41700,521500,20800
661,2000-02-11,0394,0,3,9,4,1236100,51500,643800,25700
662,2000-02-14,4290,4,2,9,0,1002700,41700,522200,20800
663,2000-02-16,0872,0,8,7,2,1424300,59300,741800,29600
664,2000-02-18,6076,6,0,7,6,1462100,121800,791900,60900
665,2000-02-21,4653,4,6,5,3,841100,35000,438000,17500
666,2000-02-23,0959,0,9,5,9,1197600,99800,648700,49900
667,2000-02-25,1913,1,9,1,3,973700,81100,527400,40500
668,2000-02-28,9962,9,9,6,2,1559800,129900,844800,64900
669,2000-03-01,6717,6,7,1,7,778200,64800,421500,32400
670,2000-03-03,5606,5,6,0,6,751300,62600,406900,31300
671,2000-03-06,5436,5,4,3,6,1056400,44000,550200,22000
672,2000-03-08,1834,1,8,3,4,967100,40200,503600,20100
673,2000-03-10,9963,9,9,6,3,863300,71900,467600,35900
674,2000-03-13,8664,8,6,6,4,1316800,109700,713200,54800
675,2000-03-15,1053,1,0,5,3,737200,30700,383900,15300
676,2000-03-17,7697,7,6,9,7,705200,58700,381900,29300
677,2000-03-20,0829,0,8,2,9,617500,25700,321600,12800
678,2000-03-22,0644,0,6,4,4,1680300,140000,910100,70000
679,2000-03-24,9037,9,0,3,7,442600,18400,230500,9200
680,2000-03-27,0909,0,9,0,9,662000,110300,386100,55100
681,2000-03-29,5026,5,0,2,6,847000,35200,441100,17600
682,2000-03-31,7175,7,1,7,5,1313400,109400,711400,54700
683,2000-04-03,7329,7,3,2,9,721500,30000,375700,15000
684,2000-04-05,2782,2,7,8,2,889300,74100,481700,37000
685,2000-04-07,1804,1,8,0,4,1146200,47700,596900,23800
686,2000-04-10,5970,5,9,7,0,758200,31500,394800,15700
687,2000-04-12,7440,7,4,4,0,1333700,111100,722400,55500
688,2000-04-14,3906,3,9,0,6,741800,30900,386300,15400
689,2000-04-17,4983,4,9,8,3,1158700,48200,603400,24100
690,2000-04-19,2430,2,4,3,0,943200,39300,491200,19600
691,2000-04-21,0473,0,4,7,3,883200,36800,460000,18400
692,2000-04-24,9236,9,2,3,6,777500,32300,404900,16100
693,2000-04-26,6189,6,1,8,9,809000,33700,421300,16800
694,2000-04-28,4905,4,9,0,5,587000,24400,305700,12200
695,2000-05-01,1915,1,9,1,5,1127900,93900,610900,46900
696,2000-05-03,1197,1,1,9,7,955600,79600,517600,39800
697,2000-05-05,4359,4,3,5,9,1215200,50600,632900,25300
698,2000-05-08,8646,8,6,4,6,1157300,96400,626800,48200
699,2000-05-10,4772,4,7,7,2,1183200,98600,640900,49300
700,2000-05-12,2922,2,9,2,2,1210500,302600,756500,151300
701,2000-05-15,4476,4,4,7,6,944000,78600,511300,39300
702,2000-05-17,4921,4,9,2,1,814300,33900,424100,16900
703,2000-05-19,8511,8,5,1,1,1206900,100500,653700,50200
704,2000-05-22,2953,2,9,5,3,627700,26100,326900,13000
705,2000-05-24,1202,1,2,0,2,521400,43400,282400,21700
706,2000-05-26,8172,8,1,7,2,1028300,42800,535500,21400
707,2000-05-29,5798,5,7,9,8,983700,40900,512300,20400
708,2000-05-31,6351,6,3,5,1,1033700,43000,538300,21500
709,2000-06-02,0592,0,5,9,2,959300,39900,499600,19900
710,2000-06-05,7389,7,3,8,9,1001300,41700,521500,20800
711,2000-06-07,4820,4,8,2,0,1073600,44700,559100,22300
712,2000-06-09,6612,6,6,1,2,966300,80500,523400,40200
713,2000-06-12,8501,8,5,0,1,1076300,44800,560500,22400
714,2000-06-14,4434,4,4,3,4,1378600,344600,861600,172300
715,2000-06-16,6216,6,2,1,6,1422500,118500,770500,59200
716,2000-06-19,5533,5,5,3,3,1175900,195900,685900,97900
717,2000-06-21,9787,9,7,8,7,908100,75600,491800,37800
718,2000-06-23,6711,6,7,1,1,1237200,103100,670100,51500
719,2000-06-26,0586,0,5,8,6,1030900,42900,536900,21400
720,2000-06-28,2600,2,6,0,0,1408200,117300,762700,58600
721,2000-06-30,6020,6,0,2,0,848800,70700,459700,35300
722,2000-07-03,3592,3,5,9,2,873700,36400,455000,18200
723,2000-07-05,9916,9,9,1,6,937000,78000,507500,39000
724,2000-07-07,5754,5,7,5,4,1096100,91300,593700,45600
725,2000-07-10,3918,3,9,1,8,822100,34200,428100,17100
726,2000-07-12,9124,9,1,2,4,945500,39300,492400,19600
727,2000-07-14,8150,8,1,5,0,854000,35500,444700,17700
728,2000-07-17,0603,0,6,0,3,1075600,89600,582600,44800
729,2000-07-19,3733,3,7,3,3,656300,164000,410100,82000
730,2000-07-21,8804,8,8,0,4,1088100,90600,589300,45300
731,2000-07-24,3003,3,0,0,3,973600,162200,567900,81100
732,2000-07-26,4372,4,3,7,2,1002900,41700,522300,20800
733,2000-07-28,9493,9,4,9,3,1478800,123200,801000,61600
734,2000-07-31,2579,2,5,7,9,651300,27100,339200,13500
735,2000-08-02,4853,4,8,5,3,1132200,47100,589600,23500
736,2000-08-04,0899,0,8,9,9,1130400,94200,612300,47100
737,2000-08-07,0630,0,6,3,0,545300,45400,295300,22700
738,2000-08-09,1727,1,7,2,7,890100,74100,482100,37000
739,2000-08-11,6024,6,0,2,4,886000,36900,461400,18400
740,2000-08-14,8900,8,9,0,0,680700,56700,368700,28300
741,2000-08-16,1327,1,3,2,7,920400,38300,479300,19100
742,2000-08-18,4558,4,5,5,8,1162200,96800,629500,48400
743,2000-08-21,8283,8,2,8,3,1022300,85100,553700,42500
744,2000-08-23,4635,4,6,3,5,769000,32000,400500,16000
745,2000-08-25,7670,7,6,7,0,1087600,90600,589100,45300
746,2000-08-28,1591,1,5,9,1,1175800,97900,636800,48900
747,2000-08-30,3173,3,1,7,3,951300,79200,515200,39600
748,2000-09-01,7290,7,2,9,0,789700,32900,411300,16400
749,2000-09-04,3198,3,1,9,8,973100,40500,506800,20200
750,2000-09-06,8678,8,6,7,8,1250500,104200,677300,52100
751,2000-09-08,4700,4,7,0,0,1211300,100900,656100,50400
752,2000-09-11,3191,3,1,9,1,918600,76500,497500,38200
753,2000-09-13,3686,3,6,8,6,1116300,93000,604600,46500
754,2000-09-15,4544,4,5,4,4,1147600,286900,717200,143400
755,2000-09-18,8675,8,6,7,5,887700,36900,462300,18400
756,2000-09-20,9894,9,8,9,4,877100,73000,475000,36500
757,2000-09-22,2794,2,7,9,4,1077300,44800,561000,22400
758,2000-09-25,5151,5,1,5,1,948800,158100,553400,79000
759,2000-09-27,2894,2,8,9,4,1276800,53200,665000,26600
760,2000-09-29,6504,6,5,0,4,1305200,54300,679700,27100
761,2000-10-02,2809,2,8,0,9,787000,32700,409800,16300
762,2000-10-04,4108,4,1,0,8,1031700,42900,537300,21400
763,2000-10-06,2758,2,7,5,8,874000,36400,455200,18200
764,2000-10-09,5489,5,4,8,9,791600,32900,412200,16400
765,2000-10-11,0779,0,7,7,9,1022400,85200,553800,42600
766,2000-10-13,1372,1,3,7,2,1204400,50100,627200,25000
767,2000-10-16,0235,0,2,3,5,1016300,42300,529300,21100
768,2000-10-18,7385,7,3,8,5,685100,28500,356800,14200
769,2000-10-20,7049,7,0,4,9,1048600,43600,546100,21800
770,2000-10-23,0178,0,1,7,8,871500,36300,453900,18100
771,2000-10-25,7670,7,6,7,0,997800,83100,540400,41500
772,2000-10-27,4635,4,6,3,5,300900,12500,156700,6200
773,2000-10-30,5531,5,5,3,1,845700,70400,458000,35200
774,2000-11-01,0328,0,3,2,8,619700,25800,322700,12900
775,2000-11-03,9578,9,5,7,8,977000,40700,508800,20300
776,2000-11-06,2954,2,9,5,4,794000,33000,413500,16500
777,2000-11-08,4810,4,8,1,0,974700,40600,507600,20300
778,2000-11-10,6305,6,3,0,5,842100,35000,438500,17500
779,2000-11-13,6921,6,9,2,1,956300,39800,498000,19900
780,2000-11-15,0570,0,5,7,0,1074800,89500,582100,44700
781,2000-11-17,7852,7,8,5,2,891800,37100,464400,18500
782,2000-11-20,9400,9,4,0,0,1335500,111200,723300,55600
783,2000-11-22,3275,3,2,7,5,739800,30800,385300,15400
784,2000-11-24,6936,6,9,3,6,1135800,94600,615200,47300
785,2000-11-27,9346,9,3,4,6,1025800,42700,534200,21300
786,2000-11-29,0399,0,3,9,9,1348700,112300,730500,56100
787,2000-12-01,7643,7,6,4,3,1021400,42500,531900,21200
788,2000-12-04,1981,1,9,8,1,798200,66500,432300,33200
789,2000-12-06,5509,5,5,0,9,962700,80200,521400,40100
790,2000-12-08,4256,4,2,5,6,763500,31800,397600,15900
791,2000-12-11,3650,3,6,5,0,1116100,46500,581300,23200
792,2000-12-13,9050,9,0,5,0,684200,57000,370600,28500
793,2000-12-15,6989,6,9,8,9,874800,72900,473800,36400
794,2000-12-18,5737,5,7,3,7,1087200,90600,588900,45300
795,2000-12-20,3986,3,9,8,6,672700,28000,350300,14000
796,2000-12-22,7798,7,7,9,8,1025000,85400,555200,42700
797,2000-12-25,6223,6,2,2,3,973500,81100,527300,40500
798,2000-12-27,1379,1,3,7,9,799300,33300,416300,16600
799,2000-12-29,5595,5,5,9,5,1387400,346800,867100,173400
800,2001-01-05,3930,3,9,3,0,945200,78700,511900,39300
801,2001-01-08,0516,0,5,1,6,668600,27800,348200,13900
802,2001-01-10,8327,8,3,2,7,899600,37400,468500,18700
803,2001-01-12,8494,8,4,9,4,1188100,99000,643500,49500
804,2001-01-15,1122,1,1,2,2,345700,57600,201600,28800
805,2001-01-17,4595,4,5,9,5,1232200,102600,667400,51300
806,2001-01-19,7748,7,7,4,8,1070700,89200,579900,44600
807,2001-01-22,0016,0,0,1,6,1356600,113000,734800,56500
808,2001-01-24,8058,8,0,5,8,1156400,96300,626300,48100
809,2001-01-26,3878,3,8,7,8,471600,39300,255400,19600
810,2001-01-29,1623,1,6,2,3,545800,22700,284200,11300
811,2001-01-31,0385,0,3,8,5,988800,41200,515000,20600
812,2001-02-02,0742,0,7,4,2,1170600,48700,609600,24300
813,2001-02-05,2902,2,9,0,2,661800,55100,358400,27500
814,2001-02-07,2711,2,7,1,1,678100,56500,367300,28200
815,2001-02-09,0908,0,9,0,8,638600,53200,345900,26600
816,2001-02-12,5297,5,2,9,7,998100,41500,519800,20700
817,2001-02-14,8319,8,3,1,9,662600,27600,345100,13800
818,2001-02-16,4342,4,3,4,2,1149100,95700,622400,47800
819,2001-02-19,5382,5,3,8,2,887300,36900,462100,18400
820,2001-02-21,7402,7,4,0,2,964700,40100,502400,20000
821,2001-02-23,9968,9,9,6,8,1082700,90200,586400,45100
822,2001-02-26,0597,0,5,9,7,838900,34900,436900,17400
823,2001-02-28,2422,2,4,2,2,1412300,353000,882600,176500
